BEZEICHNUNG_OFFIZIELL;Abkuerzung
Staad ABB;STA05
Stabio (fine binario);STAC
Stäfa;STAE
Stabio;STAF
Stablini;STAK
Stalden i.E.;STAL
Stans;STAN
Stabio Cargo;STAO
Stalden-Saas;STAS
Stutzeck-Axenbergtunnel;STAT
Stalden West;STAW
Steinebrunn;STB
Steinibach;STBA
Staflerbord;STBD
Steinerberg;STBG
Stein SG, Breitenau;STBR
St. Gallen, Bernhardswies;STBW
St-Cergue;STCE
Steinach;STCH
Ste-Croix;STCR
Le Stand;STD
Staz. della Galleria Sempione;STDG
Steffisburg, Dorf;STDO
Steinhausen;STE
Stechelberg (Schilthornbahn);STEB
Steinegg;STEE
Steffisburg;STEF
Steg VS, Kirche;STEG
Steinlekehr;STEK
St-Eloi;STEL
St. Erhard-Knutwil;STER
Stettbach;STET
Steinen UW;STEW
Stofel;STFE
Steg VS, Feldegg;STFG
Steg;STG
St. German, Dorfplatz;STGD
St. German (Abzw);STGE
St-Gingolph (Frontière);STGF
St-Gingolph (Suisse);STGI
Stugl/Stuls;STGL
St-Triphon-Gare;STGR
Steg VS, Hallenbad;STHB
St-Imier;STI
Steg VS, Industriezone;STIZ
Morges-St-Jean;STJ
Steckborn;STK
St. Katharinen;STKA
Steinach, Kirche;STKI
St. Katharinental;STKT
St. Katharinental West;STKW
St-Légier-Gare;STLE
Basel, St-Louis Grenze;STLO
St-Légier-Village;STLV
Stammheim;STM
Steinmaur;STMR
Stein SG, Mühlewies;STMW
Steinen;STN
Starkenbach;STNB
Steinen Frauholzstrasse;STNF
Steinen (Spw);STNS
Stockhard (B);STO
Stockgraben (Spw);STOG
Stöckli;STOI
Stoos;STOO
Stoss AR;STOS
St-Prex;STP
St-Prex équipe mobile;STP56
St. Peter-Molinis;STPM
St. Petersinsel Nord;STPN
Stalvedro portale sud;STPS
Stein am Rhein;STR
Strengelbach, Gemeindehaus;STRG
Strahlholz;STRH
Steinhausen Rigiblick;STRI
Strengelbach, Kreuzplatz;STRK
Strättli;STRT
Stein-Säckingen;STS
Stein-Säckingen mobile Equipe;STS56
Stein-Säckingen 94;STS94
Stein-Säckingen 95;STS95
Stein-Säckingen 96;STS96
Stein-Säckingen 97;STS97
Stein-Säckingen 98;STS98
St-Saphorin;STSA
Stammheim Schübenbüel;STSB
Steg VS, Sand;STSD
Steinen, Spiegelberg Schlag;STSG
Stein-Säckingen Ost (Abzw);STSO
St. Triphon sous-station (EOS);STSS
St. Stephan;STST
St-Sulpice VD (lac);STSU
Stutzegg-Tunnel Sisikon (UR);STT
Sternen bei Teufen;STTF
Stettlen;STTL
St-Triphon Triage;STTR
Stutzecktunnel;STTU
Studen BE;STU
Studen Auto;STUA
Studen Auto Abstellung;STUA56
Stein-Säckingen Unterwerk;STUW
St-Triphon-Village;STVI
Steg VS, Zanellahaus;STZH
Steg VS, Zentrum Metropol;STZM
St-Ursanne;SU
Suberg-Grossaffoltern;SUB
St. Urban, Bahnhof;SUBF
Subingen, Bahnhof;SUBH
Sus-Châtel;SUCH
Sumvitg-Cumpadials;SUCU
Schützenmatttunnel;SUET
Sumiswald, Ey;SUEY
Sumiswald, Forum;SUFO
Sugiez;SUGI
Sugnens;SUGN
Suhr Migros;SUHM
Suhr;SUHR
Suhr mobile Equipe;SUHR56
Subingen, Kirche;SUKI
Sulzbrunn;SULB
Sulzeggtunnel;SULT
Sumiswald, Mauer;SUMA
Suhr Möbel Pfister;SUMP
Suhr Nord (Abzw);SUN
Sumiswald, Post;SUPO
Surava;SURA
St. Urban;SURB
St. Urban, Klinik;SURK
St. Urban, Birchmatt;SURM
Surovas;SURO
St. Urban, Sonnhalden;SURS
Susch;SUS
Subingen, Schulzentrum;SUSZ
Sutz;SUTZ
Suhr WSB;SUWS
Suhr Wynenfeld;SUWY
St. Urban Ziegelei Ausweiche;SUZA
Sonvilier;SV
S. Vittore Valmoesa;SVIV
Testclient B2C;SVST
Solothurn West;SW
Schinznach Wallbach;SWAL
Sumiswald, Arch;SWAR
Schwäbis;SWB
Schwanden GL, Bahnhof;SWBF
Schweinbrunnen;SWBR
Schwendi bei Heiden;SWD
Schwendi bei Grindelwald;SWDG
Schwanden b. Schüpfen Eichholz;SWEH
Sumiswald-Grünen;SWG
Sumiswald-Grünen, Bahnhof;SWGB
Solothurn West (Abzw);SWW
Satigny;SY
Sulz;SZ
Schwyz, Bahnhof;SZBF
Schwyz, Burg;SZBG
Salzegg;SZEG
S. Zeno squadra mobile;SZEN56
Schwyz, Herrengasse;SZHG
Schwyz, Hirschen;SZHI
Schwyz, Kaltbach;SZKB
Schwyz, Lützelmatt;SZLT
Schwyz, Mettli;SZME
Schwyz, Nietenbach;SZNB
Schwyz, Nietenbachstrasse;SZNS
Schwyz, Post;SZPO
Schwyz, Verkehrsamt;SZVA
Tavannes;TA
Tobel-Affeltrangen, Bahnhof;TABF
Tavanasa-Breil/Brigels;TABR
Tavannes [voie étroite];TACJ
Tägerwilen-Gottlieben;TAEG
Tägerwilen Dorf;TAEM
Tägerwilen Dorf SBB;TAEM01
Tägerschen;TAEN
Tägerschen SBB;TAEN01
Täsch;TAES
Täuffelen;TAEU
Tanklager Frevlig;TAFR
Tägerschen, Kreuzstrasse;TAKS
Baar, Talacher;TALA
Talhaus;TALH
Tankanlage Rümlang;TALR
Tägermoos (Abzw);TAMO
Tannay;TAN
Taino-Angera;TANA
Tanklager Otelfingen;TAO
Tanklager Oberhasli;TAOH
Tanklager O'fingen (Gleisende);TAOO
Tanklager Oberhasli (Gleisend);TAOW
Taillepied;TAPI
Tasna;TASN
Täschsand;TASS
Tunnel de Taubenloch 3 et 4;TAUB
Taverne-Torricella;TAV
Taverne-Torric. squadra mobile;TAV56
Taverne-Torricella Sud (bif);TAVS
Trub, Dorf;TBDO
Trub, Furenbrücke;TBFB
Trub, Grundsäge;TBGS
Trub, Hüseren;TBHN
Tunnelblock (Grenchenberg);TBL
Trub, Loos;TBLO
Trub, Löwenplatz;TBLP
Trub, Längengrund Säge;TBLS
Trub, Mülebachbrücke;TBMB
Trub, Mülihof;TBMH
Trub, Miescheli;TBMI
Trub, Ried;TBRI
Trub, Sägegasse;TBSG
Trub, Twärenbrücke;TBTB
Trub, Unterfeld;TBUF
Trub, Weierhus Stöckli;TBWS
Tunnel du Carroz;TCAR
Tunnel Chêne-Bougeries-Tônex;TCBT
Tunnel de Champel;TCHA
Tunnel des Combes Est;TCOE
Tunnel de Court;TCOU
Tunnel du Crêt;TCRE
Tann-Dürnten;TD
Tunnel de la Raspille;TDLR
La Tour-de-Trême Ronclina;TDT
Teufen AR, Abzw. Obertobel;TEAO
Teufen AR, Bahnhof;TEBF
Territet (lac);TECG
Territet (funi);TEFU
Teufen AR, Gählern;TEGH
Tegna;TEGN
Tellsplatte;TELP
Tellsplattentunnel;TELT
Tenero;TEN
Tunnel des Epoisats;TEPO
Territet;TER
Galerie Territet Sud;TERE
Teufen AR,Steinegg Feuerwehrh.;TESF
Teufenthal AG;TEU
Teufen;TEUF
Teufen AR, Vorderhaus;TEVH
Le Triège Wassererfassung;TEWG
Tunnel Fin-de-Lance;TFDL
Trimbach Frohburg;TFRO
Turgi;TG
Turgi Höll;TGHO
Thun;TH
Thun mobile Equipe Cargo;TH56
Thun 94;TH94
Thun 95;TH95
Thun 96;TH96
Thun 97;TH97
Thun 98;TH98
Thayngen;THA
Thun (Abzw);THAB
Thun GB;THB
Thalbrücke;THBU
Thonon-les-Bains (F) (lac);THCG
Thun (Eigentumsgrenze);THEG
Thal Fuchsloch;THFU
Thörishaus Station;THO
Thörishaus Brücke;THOB
Thörishaus Dorf;THOD
Thörigen, Post;THPO
Thusis;THS
Thun Schadau;THSC
Thusis Süd;THSS
Thun Taxgrenze;THTG
Thun (See);THTS
Thurnen;THU
Tägertschi;TI
Tiefencastel;TICA
Tiefenwinkel (Verzw);TIEF
La Tine;TINE
Tirano;TIR
RBL Tivoli                SYFA;TIV
Tecknau;TK
Killwangen Kreuzlibergtunnel M;TKBM
Killwangen Kreuzlibergtunnel N;TKBN
Léchelles Tanklager (embr);TKLL
Thalheim-Altikon;TLH
Tunnel des Loges;TLOG
Turtmann, Abzw. Bahnhof;TMAB
Turtmann, Bini;TMBI
Tunnel du Mont-Sagne;TMSA
Tunnel de Nanchau Ouest;TNAO
Thunstetten, Schorenmatte;TNSE
Thunstetten, Schloss;TNSS
Thunstetten, Wischberg;TNWG
Toffen;TO
Tobel-Affeltrangen;TOA
Tobel-Affeltrangen SBB;TOAS01
Tössmühle;TOEM
Tössmühle Süd (Vzw);TOES
Tobel TG, Gemeindehaus;TOGH
Tolochenaz;TOL
Torino Orbassano squadra mobil;TOOR56
Torino Porta Nuova squadra mob;TOR56
Tössmühle Steigbach (Vzw);TOSB
Torrille San Polo squadra mobi;TOSP56
Tössmühle Ost;TOST
Tunnel de Tournedos;TOUD
La Tour-de-Peilz;TOUR
La Tour-de-Trême;TOUV
Toveyre;TOV
Tschäppel;TPEL
Tunnel de Pinchat;TPIN
Travers;TR
Galleria Travi;TRAG
Tunnel de la Raisse;TRAI
Tramelan;TRAM
Trimbach Rankwoog;TRAN
Tramelan-Chalet;TRCH
Tramelan-Dessous;TRDE
Triboltingen, Dorf;TRDF
Troisdorf mobile Equipe;TRDO56
Trecate squadra mobile;TREC56
Treib;TREI
Trélex;TREL
Le Tremblex;TREM
Le Trétien;TRET
Trey;TREY
Triengen Gleisende;TRGE
Trasadingen;TRHA
Trimbach;TRI
Triboltingen;TRIB
Tunnel Rive gauche;TRIG
Trimmis (Spw);TRIM
Trin;TRIN
Trimbach, Zentrum;TRIP
Trimmis;TRIS
Zürich Triemli;TRLI
Trimmis (Verzw);TRMB
Trogen;TRO
Trogen Gleisende;TROG
Troistorrents;TROI
Trontano;TRON
Travers Ouest;TROU
Trimmis, Saliet;TRSX
Trübbach Nord;TRUB
Trübbach, Dornau;TRUD
Trübbach;TRUE
Trun;TRUN
Trübbach, Post;TRUP
Trient usine;TRUS
Trois-Villes;TRVI
Triengen-Winikon;TRW
Trachselwald;TRWD
Trient Wassererfassung;TRWG
Tunnelstation Lötschberg (Spw);TS
Tschamerie;TSAM
Tunnel St-Aubin Sauges;TSAS
Tunnel de la Sauge;TSAU
Trubschachen, Bahnhof;TSBF
Tunnel St-Blaise;TSBL
Trubschachen, Bahnhofstrasse;TSBS
Trubschachen;TSCH
Tunnel de Combe;TSCO
Tschamut, Via Alpsu;TSFP
Trubschachen, Hasenlee;TSHL
Trubschachen, Oelibrücke;TSOB
Tscheppa;TSPA
Tschamut-Selva;TSSE
Tschamut West;TSSW
Trubschachen, Teufenbachsteg;TSTB
Thun, Bahnhof;TSTI
Thunstetten Ost;TSTO
Thunstetten Tunnel NBS;TSTT
Thunstetten West;TSTW
Trubschachen, Unterdorf;TSUD
Turbenthal;TU
Turtmann, Bahnhof;TUBF
Tunnel des Crosettes Est;TUCE
Tunnel des Crosettes Ouest;TUCO
Tüscherz;TUE
Les Tuileries;TUI
Tuilerie;TUIE
Les Tuileries (saut km);TUIS
Les Tuileries sous-station;TUIU
Turtmann;TUR
Raron, Turtig;TURT
Tusinge;TUS
Turtmann, Seilbahn LTUO;TUSB
Turtmann, Soleil;TUSO
Tunnel de Vallorbe (Mont d'Or);TVAL
Tunnel Voirie de Carouge;TVDC
Tunnel de la Verrerie;TVER
Tunnel du Vingelz (Vingneule);TVIG
Tunnel de Villangeaux;TVIL
Thalwil;TW
Thalwil mobile Equipe;TW56
Thalwil Güterschuppen;TWGS
Therwil, Zentrum;TWIL
Twann;TWN
Thalwil Nord (Abzw);TWNO
Thalwil Süd (Abzw);TWS
Thalwil West Schaltposten;TWW
Uetendorf;UE
Uetendorf Allmend;UEA
Uetliberg;UEBE
Uetliberg Gleisende;UEBG
Uerkheim, Post;UEPO
Uerikon;UER
Uetikon;UET
Uetendorf Unterwerk;UEUW
Unterhard BE;UHDB
Uitikon Waldegg;UIWA
Uerkheim, Kirche;UKHK
Uerkheim, Abzw. Neudorf;UKHN
Uerkheim, Oberdorf;UKHO
Uerkheim, Säge;UKHS
Uerkheim, Tannacker;UKHT
Uerkheim, Unterdorf;UKHU
Uerkheim, Schweizermatten;UKSM
Unterkulm;UKU
Unterkulm Nord;UKUN
Ulisbach;ULBA
Ulrichen, Kirche;ULKI
Ulrichen;ULR
Ulrichen Unterwerk;ULRUW
Ulrichen West;ULRW
Umiken (Spw);UM
Umler;UMLR
Chavannes-R., UNIL-Chamberonne;UNDO
Undrau;UNDR
Unteraa Kraftwerk;UNKW
UNO (fikt.);UNO
Unterentfelden Oberdorf;UNOB
Unterentfelden Post;UNPO
Ecublens VD, UNIL-Sorge;UNSO
Unterterzen;UNT
Unterterzen Ost;UNTO
Unterzollikofen;UNZO
Union-Prilly;UPRI
UQB-Altstettertunnel;UQBT
Urnäsch;UR
Urdorf;URD
Urdorf Weihermatt;URDW
Urnäsch Reka-Feriendorf Gepäck;URRF
Tunnel de la Croix Sud;URSN
Urtenen;URTN
Untersax;USAX
Usserbäch (B);USS
Uster;UST
Uster 94;UST94
Uster 95;UST95
Uster 96;UST96
Uster 97;UST97
Uster 98;UST98
Uster Nord;USTN
Utzenstorf;UT
Unterbäch (Bergstation);UTB
Uttigen;UTI
Uttwil;UTW
Untervaz-Trimmis;UVAZ
Unterwasser, Post;UWPO
Unterwasser, Stofel;UWST
Unterwasser, Wäldli;UWWI
Uznach;UZ
Uznach mobile Equipe;UZ56
Uzwil;UZW
Uzwil mobile Equipe;UZW56
Uzwil Süd;UZWS
Vallorbe;VAL
Vallorbe équipe mobile;VAL56
Vallorbe 94;VAL94
Vallorbe 95;VAL95
Vallorbe 96;VAL96
Vallorbe 97;VAL97
Vallorbe 98;VAL98
Vallorbe-Frontière;VALF
Val-d'Illiez;VALI
Vallorcine;VALL
Valmont;VALM
Valmorea;VAM
Varzo;VAR
Varzo I;VAR1
Varzo II;VAR2
Val Rots;VARO
Varzo Sottocentrale;VARS
Valendas-Sagogn;VASA
Valeyres-sous-Montagny;VASM
Val Torta (B);VATB
Vaumarcus;VAU
Vaulruz-Nord;VAUL
Vaulruz-Sud;VAUS
Vaux (B);VAUX
Valle Vigezzo;VAVI
Valbella, Dorf;VBAT
Vieux-Bureau poste LC;VBLC
Verbois Unterwerk;VBSS
Vauderens;VD
Tunnel de Vauderens N;VDTN
Vordemwald, Chratzernstrasse;VDWC
Vordemwald, Iselishof;VDWI
Vernand-Camarès;VECA
Vechigen;VECH
Vers-l'Eglise;VEGL
Verigo;VEGO
Vernayaz MC;VEMC
Versmont;VEMO
Vengeron (diag);VEN
Vendlincourt;VEND
Venoge (B);VENO
Les Verrières;VER
Les Verrières équipe mobile;VER56
Verschiez;VERC
Verdasio;VERD
Les Verrières-Frontière;VERF
La Verrerie;VERI
Vernayaz;VERN
Vernayaz usine;VERU
Vernex;VERX
Verzuolo squadra mobile;VERZ56
Versam-Safien;VESA
Verscio;VESC
Venezia S. Lucia FS 94;VESL94
Venezia S. Lucia FS 95;VESL95
Venezia S. Lucia FS 96;VESL96
Venezia S. Lucia FS 97;VESL97
Venezia S. Lucia FS 98;VESL98
Versvey Step;VEST
Veytaux-Chillon;VEY
Vezia (bif);VEZB
Vezia Sottocentrale;VEZS
Villars-sur-Glâne;VG
Visp;VI
Visp mobile Equipe;VI56
Villars-Bozon;VIAB
Villars-sur-Ollon;VIAR
Visp, Bahnhof Süd;VIBS
Villeneuve (lac);VICG
Vispesand Süd;VIDS
Vigana (c bin);VIGA
Vigana al Motto (pasto blocco);VIGB
Vigna;VIGN
Villars-sur-Ollon Golf;VIGO
Viktoria (Spw);VIKT
Villeneuve;VIL
Villeneuve VeVeY;VIL05
Villeneuve équipe mobile;VIL56
Villeneuve 94;VIL94
Villeneuve 95;VIL95
Villeneuve 96;VIL96
Villeneuve 97;VIL97
Villeneuve 98;VIL98
Villmergen, Bahnhof;VILB
Villette (Vigezzo);VILE
Villnachern;VILL
Villnachern Neumühli;VILN
Visp, Lonzawerke;VILO
Villnacherntunnel;VILT
Visp Lonza;VILZ
Visp MGB-bvz;VIMG
Vingelz (B);VING
Vionnaz;VIO
Vionnaz, Village;VIPO
Visp, Pomona West;VIPW
Vispesand;VISA
Visp, Schwimmbad;VISB
Villnachern Südportal;VISP
Visp, Sportplatz;VISZ
Visp West (Spw);VIW
Visp, West;VIWE
Meyrin;VM
Vernier-Meyrin Cargo;VMC
Vernier-Meyrin Cargo équipe mo;VMC56
Villmergen Gleisende;VMG
Villmergen Industrie;VMGI
Vereina Nord;VNOR
Vögelinsegg;VOEG
Völklingen mobile Equipe;VOEL56
Volketswil Unterwerk (NOK);VOLU
Vordemwald, Post;VOPO
Vordemwald, Pflegeheim Sennhof;VOPS
Chap. du Vorbourg;VORG
Vordemwald, Rest. Tannenbaum;VORT
Vordemwald, Schulhaus;VOSH
Vouvry;VOU
Vouvry, poste;VOUP
Vordemwald, Weierdentsch;VOWD
Von Roll;VR
Vorderrinderbach;VRIB
Versoix (lac);VSCG
Villnachern (Spw);VSPW
Vereina Süd;VSUD
Versoix;VSX
Versoix Cabine Sunrise (TDC);VSXT
Villeret;VT
Villette VD;VTE
Vitznau;VTZ
Vufflens-la-Ville;VU
Vuadens-Sud;VUA
Vuadens-Nord;VUAN
La Vuarpillière;VUAP
Vuarennes;VUAR
Vufflens-la-Ville coté BY (B);VUCB
Vufflens-la-Ville coté COS (B);VUCC
Vufflens-le-Château;VUF
Vuisternens-devant-Romont;VUI
Vuiteboeuf;VUIB
Vevey;VV
Vevey 94;VV94
Vevey 95;VV95
Vevey 96;VV96
Vevey 97;VV97
Vevey 98;VV98
Vevey [voie 6-7];VVCE
Vevey-Funi;VVFU
Vevey-Marché (lac);VVM
Vevey Ouest (bif);VVO
Vevey-Plan (lac);VVP
Vevey (funi);VVPL
Vevey-La Tour (lac);VVT
Vevey Vignerons;VVVI
Vaux sous-station (EOS);VXSS
Villy;VY
Villaz-St-Pierre;VZ
Winterthur;W
Winterthur Winpro AG;W05
Winterthur mobile Equipe Cargo;W56
Winterthur 94;W94
Winterthur 95;W95
Winterthur 96;W96
Winterthur 97;W97
Winterthur 98;W98
Wattwil;WA
Wattwil mobile Equipe;WA56
Wattwil 94;WA94
Wattwil 95;WA95
Wattwil 96;WA96
Wattwil 97;WA97
Wattwil 98;WA98
Wangen an der Aare;WAA
Wangen a.d.Aare, Aarenbrücke;WAAA
Wasen i.E., Aeschberg;WAAB
Wasen i.E., Abzw. Churzenei;WAAC
Waldibrücke;WAB
Wangen an der Aare, Bahnhof;WABA
Wasen i.E., Bahnhof;WABF
Wattwil, Bunt;WABT
Wasen i.E., Dangeli;WADA
Waldshut DB 94;WADB94
Waldshut DB 95;WADB95
Waldshut DB 96;WADB96
Waldshut DB 97;WADB97
Waldshut DB 98;WADB98
Wädenswil;WAE
Wädenswil mobile Equipe;WAE56
Wängi;WAEN
Waldenburg;WAG
Waldshut;WAH
Wattwil, Hegis;WAHE
Waid (B);WAID
Wasen i.E.;WAIE
Wasen i.E., Kirche;WAKI
Wassen Kraftwerk;WAKW
Walenstadt;WAL
Walenstadt mobile Equipe;WAL56
Waldburg;WALG
Walkringen;WALK
Waltenschwil;WALS
Walzenhausen;WALZ
Wattwil Nord;WAND
Wassen Nord;WANO
Wanzwil (Abzw);WANZ
Wasen i.E., Oberei;WAOI
Walliswil b. Wangen, Post;WAPO
Wattwil, Post;WAPT
Wattwil, Rietwis;WARI
Wartensee;WARS
Wassen;WAS
Wasserauen Gleisende;WASE
Wasen i.E., Sparenegg;WASG
Wattwil, Schmidenbach;WASH
Walliswil b. Wangen, Seilerei;WASI
Wasen i.E., Stegmatt;WASM
Walliswil b. Wangen, Stalden;WASN
Walliswil b. Wangen, Sonne;WASO
Wasserauen;WASS
Walterswil-Striegel;WAST
Wassen Süd;WASU
Walliswil b. Wangen, Tal;WATA
Wattinger-Tunnel Wassen (UR);WATT
Wauwil;WAU
Wangen a.d. Aare, Unterführung;WAUN
Wattwil Unterwerk (SAK);WAUW
Waltensburg/Vuorz;WAVU
Wattwil, Wis;WAWS
Wangen a.d.Aare, Zytglogge;WAZG
Worb SBB;WB
Weissenbach;WBA
Weissenbach, Bahnhof;WBAB
Wolfisberg, Alpenblick;WBAL
Wabern bei Bern;WBB
Wiedlisbach, Bahnhof;WBBF
Worb Dorf;WBDO
Warmesberg;WBG
Winterthur, Hauptbahnhof;WBHF
Wiedlisbach, Kirchgasse;WBKG
Worblaufen;WBL
Worblaufen SA Lokbereich;WBL41
Worblaufen (Spw);WBLS
Wolfisberg, Niederbippstrasse;WBNS
Wangen bei Olten;WBOL
Wangen bei Olten mobile Equipe;WBOL56
Wiedlisbach, Pflegeheim;WBPH
Wiedlisbach, Stockrain;WBSR
Wiedlisbach, Wangenstrasse;WBWS
Walchwil Bühl;WCBU
Wichtrach;WCH
Wichtrach mobile Equipe;WCH56
Walchwil Nord;WCHN
Walchwil Hörndli;WCHO
Wichtrach Schutzstrecke;WCHSS
Walchwil;WCHW
Wichtrach Technikgebäude;WCTG
Wiesendangen;WD
Winterthur (Df);WDF
Winterthur Depot Ost;WDO
Wettingen;WE
Wettingen mobile Equipe;WE56
Wettingen 95;WE95
Wettingen 96;WE96
Wettingen 97;WE97
Wettingen 98;WE98
Wengernalp;WEAL
Weberei Matzingen;WEBM
Wengi b. Frutigen, Dorf;WEFR
Wengi b. Frutigen, Schlundbach;WEFS
Weggis;WEG
Winteregg;WEGG
Weite;WEI
Winterthur Eichliacker (Vzw);WEIA
Weid (B);WEID
Weite, Lonna/Heuwiese;WEIH
Weil am Rhein mobile Equipe;WEIR56
Weil am Rhein 94;WEIR94
Weil am Rhein 95;WEIR95
Weil am Rhein 96;WEIR96
Weil am Rhein 97;WEIR97
Weil am Rhein 98;WEIR98
Weissbad;WEIS
Wengi;WEN
Wengi-Ey (Abzw);WENE
Wengen;WENG
Weite, Plattis;WEPL
Werthensteintunnel;WERT
Weissenstein;WESS
Wengwald;WEWA
Weinfelden;WF
Weinfelden Uh-Anlage;WF25
Weinfelden mobile Equipe;WF56
Weinfelden 94;WF94
Weinfelden 95;WF95
Weinfelden 96;WF96
Weinfelden 97;WF97
Weinfelden 98;WF98
Weinfelden, Bahnhof;WFBF
Weinfelden Depotweiche;WFD
Weinfelden, Firehouse;WFFH
Weinfelden KVA Thurgau (Abzw);WFKV
Winterthur Försterhaus;WFOE
Weinfelden Süd;WFS
Weinfelden Unterwerk;WFUW
Weissenburg;WG
Weissenburg, Hotel Alte Post;WGAP
Windgällentunnel;WGAT
Wängi Güterbahnhof;WGB
Wiggen, Egghus;WGKS
Winterthur Grüze;WGR
Winterthur Grüze mobile Equipe;WGR56
Winterthur Grüze Unterwerk;WGRU
Wolhusen;WH
Wolhusen mobile Equipe;WH56
Wolhusen BLS;WHBL01
Winterthur Hegi;WHE
Wildhaus, Lisighaus;WHLH
Wolhusen Weid;WHW
Wildegg;WI
Wildegg mobile Equipe;WI56
Wildbach (See);WIBA
Willisau, Bahnhof;WIBF
Wisenberg Tunnel (Spw);WIBG
Wildhaus, Bären;WIBN
Wildhaus, Dusi;WIDU
Wiedlisbach;WIED
Davos Wiesen;WIES
Wil FW Bahn Gleisende;WIFG
Wil FW Bahn;WIFW
Wiggen;WIG
Wil Güterbahnhof;WIGB
Wiesengrund;WIGR
Wiggentunnel;WIGT
Wiedlisbach Gürbu;WIGU
Wilchingen-Hallau;WIHA
Wikon, Hotel Adelboden;WIKA
Wikon, Kreuzung;WIKK
Wil SG;WIL
Wil mobile Equipe;WIL56
Wil 94;WIL94
Wil 95;WIL95
Wil 96;WIL96
Wil 97;WIL97
Wil 98;WIL98
Wila;WILA
Wil Bergholz;WILB
Wilderswil;WILD
Wilen;WILE
Wil (FF-Wil Bahn);WILFW
Wil SG, Lindenhof;WILI
Wil Matt (Abzw);WILM
Wilen bei Wollerau;WILN
Wil Ost;WILO
Wil Süd (Abzw);WILS
Witimatte;WIMA
Winkel am Zürichsee;WIN
Windisch (B);WIND
Winklen (Spw);WINK
Wildhaus, Dorf;WIPO
Zürich Wipkingertunnel Mitte;WIPT
Wil SG, Rapp;WIRA
Wil SG, Rössli;WIRI
Wildegg Süd;WIS
Wikon, Schlossberg;WISB
Wil Süd;WISD
Wildhaus, Schönau;WISU
Wittenbach;WIT
Wittenbach 94;WIT94
Wittenbach 95;WIT95
Wittenbach 96;WIT96
Wittenbach 97;WIT97
Wittenbach 98;WIT98
Wienacht-Tobel;WITO
Wildhaus, Tobelsäge;WITS
Witzberg (Agl);WITZ
Wil West;WIWE
Weiach-Kaiserstuhl;WK
Wankdorf (Abzw);WKD
St. Gallen Winkeln FU;WKFU
Wald;WL
Wald 94;WL94
Wald 95;WL95
Wald 96;WL96
Wald 97;WL97
Wald 98;WL98
Wattwil, Bahnhof;WLBF
Wil SG, Bahnhof;WLBH
Wolftunnel;WLFT
Wald Kühweid-Tunnel;WLKT
Waltikon;WLTK
Wanzwil Unterwerk;WLUW
Wimmis;WM
Wimmis Frequenzumformerwerk;WMUW
Weesen;WN
Weesen, Restaurant Bahnhof;WNBF
Weesen, Biäsche;WNBI
Weesen Kerenzerbergtunnel;WNKT
Winterthur Nord;WNO
Wil Nord;WNOR
Wohlen AG;WO
Wohlen mobile Equipe;WO56
Wolfacher Tunnel ABS;WOAT
Wohlen BDWM-bd;WOBD
Wolhusen, Bahnhof;WOBF
Worbboden;WOBO
Wolhusen Bahn Tunnel;WOBT
Wolfikon SG, Engel;WOEL
Wöschnau SBB;WOES
Wöschnau Tunnel;WOET
Wolfikon SG, Freihof;WOFH
Wohlen Touch the Air;WOFU
Wollerau;WOL
Wohlen Nord (Abzw);WON
Wohlen Oberdorf;WOOB
Worms mobile Equipe;WORM56
Wolfenschiessen;WOS
Wohlen Süd (Abzw);WOSU
Wolhusentunnel;WOTU
Wildpark-Höfli;WP
Winterthur Post;WPOS
Wiler;WR
Winterthur GB;WRB
Wangenried, Linde;WRLI
Wiler Nord;WRN
Wiler Süd;WRS
Wangenried, Schule;WRSE
Wangenried, Sägerei;WRSG
Wangenried, Unterdorf;WRUD
Wallisellen;WS
Willisau;WSAU
Wallisellen Belair (Vzw);WSBA
Woeschnau (B);WSCH
Winterthur Seen;WSEE
Wallisellen Furt (Vzw);WSFU
Wallisellen Glattzentrum;WSGZ
Wallisellen Herti (Vzw);WSHE
Wallisellen Ost (Abzw);WSO
Wallisellen Siemens;WSSI
Werthenstein;WST
Waldstatt;WSTA
Winterthur Töss;WTOE
Winterthur Tössmühle;WTOM
Wünnewil;WUE
Würenlos;WUER
Würzburg mobile Equipe;WUEZ56
Wattwil, Ulisbach;WUFQ
Würenlingen Zwischenlager(Agl);WUZW
Witterswil, Station;WW
Winterthur Wallrüti;WWAL
Wolhusen Weid, Bahnhof;WWBF
Winterthur West (Abzw);WWE
Wanzwil, Post;WWPO
Winterthur Wülflingen;WWUE
Winterthur Wylandbrücke (Vzw);WWY
Wynigen;WY
Wynau Aegertentunnel Ost;WYAO
Wynigen, Bahnhof;WYBF
Wyssachen, Dürrenbühl;WYDB
Wynigen, Grüttermatt;WYGR
Wyssachen, Mösli;WYMI
Wynigen Nord;WYNO
Wynigen, Oberer Kasten;WYOK
Wyssachen, Dorf;WYPO
Wyssachen, Abzw. Roggengrat;WYRG
Wynigen Stöckacher;WYST
Wetzikon;WZ
Wetzikon mobile Equipe;WZ56
Wetzikon 94;WZ94
Wetzikon 95;WZ95
Wetzikon 96;WZ96
Wetzikon 97;WZ97
Wetzikon 98;WZ98
Wetzikon Unterwerk;WZUW
ILTIS NBS Fahrrichtungsbeanspr;XFRB
Yens;YENS
Yvonand;YND
Yverdon-les-Bains;YV
Yverdon entretien;YV25
Yverdon-les-Bains équipe mobil;YV46
