RL100-Code;RL100-Langname;RL100-Kurzname;Typ Lang;Betriebszustand;PLC;Datum ab;Datum bis;Niederlassung
AHES;Holm-Seppensen;Holm-Seppensen;Hp;Betrieb;DE15046;20081214;;2
AHFD;Harsefeld;Harsefeld;NE-Bf;Betrieb;;20081214;;0
AHFS;Hamburg-Heimfeld;Heimfeld;Hp;Betrieb;DE14455;20201001;;9
AHGH;Hagen (Holst);Hagen (Holst);NE-Bf;a.B.;;20090124;;0
AHGLF;Helgoland Flughafen;Helgoland Flugh;NE-Tpp;Betrieb;;20160301;;0
AHGLK;Helgoland (Südhafen) Katamaran;Helgoland Kat;Slst;Betrieb;;19990427;;0
AHGLR;Helgoland (Reede);Helgoland(Reede);Slst;Betrieb;;19990101;;0
AHGLS;Helgoland (Südhafen);Helgoland(Südhf);Slst;Betrieb;;19990101;;0
AHGN;Hagen (Kr Stade);Hagen (Kr Stade);NE-Hp;Betrieb;;20081214;;0
AHH;Hörnum (Sylt) Hafen;Hörnum(Sylt)Hf;Bush;Betrieb;;19990101;;0
AHH M;Hörnum (Sylt) Mitte;Hörnum(Sylt)Mitt;Bush;Betrieb;;19990101;;0
AHH N;Hörnum (Sylt) Nord;Hörnum(Sylt)Nord;Bush;Betrieb;;19990101;;0
AHH S;Hörnum (Sylt);Hörnum (Sylt);Slst;Betrieb;;19990101;;0
AHH T;Hörnum (Sylt) Steintal;Hörnum(Sylt)Sttl;Bush;Betrieb;;19990101;;0
AHHO;Hallig Hooge;Hallig Hooge;Slst;Betrieb;;19990101;;0
AHHW;Hamburg Holstenhofweg;Holstenhofweg;Hp;Planung;DE21748;20201001;;9
AHI;Heide (Holst);Heide (Holst);Bf;Betrieb;DE14670;20200401;;2
AHI F;Heide (Holst) Flughafen;Heide Flughafen;NE-Tpp;Betrieb;;20160301;;0
AHIF;Hittfeld;Hittfeld;Hp;Betrieb;DE14936;20200401;;2
AHKM;Hamburger Kinderheim (Sylt);Hambger Kinderhm;Bush;Betrieb;;19990101;;0
AHKS;Halstenbek;Halstenbek;Hp;Betrieb;DE14372;20201001;;9
AHKU;Heidekultur;Heidekultur;NE-Bk;Betrieb;;20131023;;0
AHLA;Hallig Langeneß;Hallig Langeneß;Slst;;;20091001;;0
AHLF;Haslohfurth;Haslohfurth;NE-Hp;Betrieb;;20081214;;0
AHLH;Hasloh;Hasloh;NE-Bf;Betrieb;;20081214;;0
AHM;Husum;Husum;Bf;Betrieb;DE15167;20200401;;2
AHM A;Husum Außenhafen;Husum Außenhafen;Bush;Betrieb;;19990101;;0
AHM B;Husum Bahnhof;Husum Bahnhof;Bush;Betrieb;;20010901;;0
AHM N;Husum Nordstrand;Husum Nordstrand;Slst;Betrieb;;19990101;;0
AHM Z;Husum ZOB;Husum ZOB;Bush;Betrieb;;19990101;;0
AHMX;Husum ESTW-Z;Husum ESTW;BZ;Betrieb;DE24939;20200401;;2
AHNU;Hademarschen;Hademarschen;Hp;Betrieb;DE14229;20081214;;2
AHO;Hamburg Unterelbe Seehafen;Hmb U-elbe See;Bft;Betrieb;DE14417;20200401;;2
AHOD;Hochdonn;Hochdonn;Üst;Betrieb;DE14943;20200401;;2
AHOE;Hörn;Hörn;Abzw;Betrieb;DE15100;20081214;;2
AHOF;Hesedorf;Hesedorf;NE-Bf;Betrieb;;20081214;;0
AHOG;Horneburg;Horneburg;Bf;Betrieb;DE15107;20200401;;2
AHOL;Hollenstedt;Hollenstedt;NE-Bf;a.B.;;20090124;;0
AHOR;Hamburg-Horn;Horn;Abzw;Betrieb;DE14456;20200401;;2
AHOS;Hamburg Hohe Schaar;Hmb Hohe Schaar;NE-Bft;Betrieb;;20121209;;0
AHOSS;Hamburg Hohe Schaar Süd;Hmb H Schaar Süd;NE-Bft;Betrieb;;20121209;;0
AHOT;Horst in Holstein;Horst in Holst;Hp;Betrieb;DE15115;20200401;;2
AHOW;Hamburg Hörgensweg;Hörgensweg;NE-Bft;Betrieb;;20120701;;0
AHPA;Hamburg Hafen;Hamburg Hafen;NE-Bf;Betrieb;;20131023;;0
AHPD;Hepstedt;Hepstedt;NE-Bf;a.B.;;20090124;;0
AHPF;Himmelpforten;Himmelpforten;Hp Üst;Betrieb;DE14907;20141214;;2
AHPS;Hamburg Hochkamp;Hochkamp;Hp Bk;Betrieb;DE14395;20201001;;9
AHRF;Hamburg-Harburg Rathaus;Harburg Rathaus;Bf;Betrieb;DE14451;20201001;;9
AHRO;Hamburg-Rothenburgsort;Hmb-Rothburgsort;Bf;Betrieb;DE14479;20200401;;2
AHROF;Hamburg-Rothenburgsort Tk;Hmb-Roth Tk;Bft;Betrieb;DE14483;20081214;;2
AHROO;Hamburg-Rothenburgsort Ro;Hmb-Roth Ro;Bft;Betrieb;DE14481;20081214;;2
AHROP;Hamburg-Rothenburgsort Rop;Hmb-Roth Rop;Bft;Betrieb;DE14482;20081214;;2
AHRS;Hamburg-Harburg                 (S-Bahn);Harburg S-Bahn;Hp;Betrieb;DE14448;20201001;;9
AHRX;Hamburg-Rothenburgsort ESTW-UZ;Hmb-Rothbgo ESTW;BZ;Betrieb;DE24938;20200401;;2
AHS;Hamburg Hbf                     (S-Bahn);Hauptbahnhof SB;Bf;Betrieb;DE14394;20201001;;2
AHSB;Hamburg Hasselbrook             (S-Bahn);Hasselbr S-Bahn;Bf;Betrieb;DE14392;20201001;;9
AHSD;Harsefeld Süd;Harsefeld Süd;NE-Bf;Betrieb;;20090401;;0
AHSF;Hamburg Hasselbrook;Hasselbrook;Hp;Betrieb;DE14391;20200401;;2
AHSG;Hasselburg;Hasselburg;Bf;Betrieb;DE14615;20200401;;2
AHSH;Hamburg Holstenstraße H;Holstenstr H;Abzw;Betrieb;DE14399;20201001;;9
AHSM;Hamburg Stellmoor             (Fernbahn);Stellmoor Fernb;Üst;Planung;DE21749;20200401;;2
AHSN;Hemsen (b Soltau);Hemsen /b Soltau;Hp;a.B.;DE14761;20101212;;2
AHSO;Hamburg Holstenstraße D;Holstenstr D;Abzw;Betrieb;DE14398;20201001;;9
AHSQ;Hamburg Hbf (S-Bahn) Bedienstandort;Hmb Hbf S-B BSO;BSO;Planung;;20201001;;2
AHST;Hamburg Holstenstraße;Holstenstr;Hp;Betrieb;DE14397;20201001;;9
AHTB;Hüttenbusch;Hüttenbusch;NE-Bf;Betrieb;;20081214;;0
AHWA;Heinschenwalde;Heinschenwalde;NE-Bf;Betrieb;;20081214;;0
AHWH;Herwigshof;Herwigshof;NE-Bf;Betrieb;;20081214;;0
AHWT;Hohenwestedt;Hohenwestedt;Bf;Betrieb;DE15031;20081214;;2
AHZ;Hitzacker;Hitzacker;Hp Bk;Betrieb;DE14938;20081214;;0
AHZH;Herzhorn;Herzhorn;Hp;Betrieb;DE14858;20200401;;2
AIS;Hamburg-Iserbrook;Iserbrook;Hp;Betrieb;DE14457;20201001;;9
AIZ;Itzehoe;Itzehoe;Bf;Betrieb;DE15253;20200401;;2
AIZQ;Itzehoe Bedienstandort;Itzehoe BSO;BSO;Planung;;20200401;;2
AIZX;Itzehoe ESTW-Z;Itzehoe ESTW;BZ;Betrieb;DE24937;20200401;;2
AJ;Jübek;Jübek;Bf;Betrieb;DE15308;20081214;;2
AJA;Jameln (Kr Dannenberg);Jameln;NE-Hp;Betrieb;;20130904;;0
AJF;Jesteburg;Jesteburg;Üst;Betrieb;DE15289;20200401;;2
AJHH;Jarrenwisch;Jarrenwisch;Hp;Betrieb;DE15271;20081214;;2
AJUS;Hamburg Jungfernstieg;Jungfernstieg;Hp;Betrieb;DE14400;20201001;;9
AK;Kiel Hbf;Kiel Hbf;Bf;Betrieb;DE15496;20200401;;2
AK  K;Kiel Hbf Kaistraße;Kiel Hbf Kaistr;Bush;Betrieb;;20120128;;0
AK  O;Kiel Hbf (Ko);Kiel Hbf (Ko);Bft;Betrieb;DE15497;20081214;;2
AK  Z;Kiel Hbf ZOB;Kiel Hbf ZOB;Bush;Betrieb;;19990101;;0
AKAD;Katharinenheerd;Katharinenheerd;Hp;Betrieb;DE15442;20081214;;2
AKADA;Katharinenheerd Abzw. Bahnhof;Katharinenh Abzw;Bush;Betrieb;;20200220;;0
AKAR;Karwitz (Kr Dannenberg);Karwitz/Kr Danbg;Anst;a.B.;DE15410;20200401;;2
AKC;Klecken;Klecken;Hp;Betrieb;DE15569;20200401;;2
AKD;Kleinkummerfeld;Kleinkummerfeld;Bf;a.B.;DE15594;20080509;;2
AKE;Kiel-Elmschenhagen;Kiel-Elmschenhgn;Bf;Betrieb;DE15502;20200401;;2
AKEL;Kiel-Ellerbek;Kiel-Ellerbek;NE-Hp;Betrieb;;20161211;;0
AKEW;Kiel-Wellsee;Kiel-Wellsee;Awanst;Betrieb;DE15505;20081214;;2
AKFX;Kiel - Flensburg ESTW-R Bedienplatz;Kiel - Fl ESTW;BZ;Betrieb;DE24936;20171210;;2
AKGA;Kiel-Gaarden;Kiel-Gaarden;NE-Hp;Betrieb;;20081214;;0
AKGB;Kiel-Gaarden Bk;K-Gaarden Bk;NE-Bk;Betrieb;;20171210;;0
AKGG;Kiel-Gaarden BZ-Grenze;K-Gaarden BZ-Gr;NE-Gp;Betrieb;;20171210;;0
AKH;Kiel-Hassee Cittipark;K-Hassee Cittip;Bf;Betrieb;DE15503;20081214;;2
AKHB;Karlshöfen (Bz Bremen);Karlshöfen/Brm;NE-Hp Anst;Betrieb;;20081214;;0
AKHD;Kremperheide;Kremperheide;Hp;Betrieb;DE15885;20200401;;2
AKHG;Kiel Hgbf;Kiel Hgbf;Bf;a.B.;DE15499;20200401;;2
AKHW;Kiel Howaldtswerke;Kiel How.-werke;NE-Anst;Betrieb;;20081214;;0
AKI;Keitum;Keitum;Bf;Betrieb;DE15467;20200401;;2
AKI B;Keitum Bahnhof;Keitum Bf;Bush;Betrieb;;20050223;;0
AKIM;Keitum Schnittis Eck;Keitum Schnitt E;Bush;Betrieb;;20070907;;0
AKIMK;Keitum Kirche;Keitum Kirche;Bush;Betrieb;;19990101;;0
AKIMO;Keitum Ost;Keitum Ost;Bush;Betrieb;;19990101;;0
AKIMW;Keitum Parkplatz West;Keitum Ppl West;Bush;Betrieb;;20070907;;0
AKLT;Klötzin;Klötzin;Üst;Planung;DE24935;20200401;;2
AKLX;Kiel ESTW-UZ;Kiel ESTW;BZ;Betrieb;DE24934;20200401;;2
AKM;Krempe;Krempe;Hp;Betrieb;DE15884;20200401;;2
AKMA;Kiel Marinearsenal;Kiel M.-arsenal;NE-Anst;Betrieb;;20081214;;0
AKML;Kuhmühlen;Kuhmühlen;NE-Bf;Betrieb;;20081214;;0
AKNG;Kiel Seehafen/AKN Grenze;Kiel Sh/AKN Gr;NE-Gp;Betrieb;;20181209;;0
AKNH;Kiel Nordhafen;Kiel Nordhafen;NE-Bf;Betrieb;;20110325;;0
AKNK;Kiel Norwegenkai KV;Kiel Norwegenkai;NE-Anst;Betrieb;;20081214;;0
AKNKO;Kiel Norwegenkai (Ostufer);Kiel Norwkai Ost;Slst;Betrieb;;19991026;;0
AKOH;Kiel Ostuferhafen;Kiel Ostuferhf;NE-Bf;Betrieb;;20081214;;0
AKPM;Kampen (Sylt) Mitte;Kampen(Sylt)Mitt;Bush;Betrieb;;19990101;;0
AKPMD;Kampen (Sylt) Dikstieg;Kampen(Sylt)Diks;Bush;Betrieb;;19990101;;0
AKPMK;Kampen (Sylt) Klappholttal;Klappholttal;Bush;Betrieb;;20010922;;0
AKPMS;Kampen (Sylt) Süd;Kampen(Sylt)Süd;Bush;Betrieb;;19990101;;0
AKPP;Kappeln (Schlei);Kappeln (Schlei);NE-Bf;Betrieb;;20090401;;0
AKQ;Kiel-Hassee Bedienstandort;Kiel-Hassee BSO;BSO;Planung;;20200401;;2
AKRH;Kronshagen;Kronshagen;Hp;Betrieb;DE15917;20141214;;2
AKRS;Krupunder;Krupunder;Hp;Betrieb;DE15935;20201001;;9
AKRU;Kiel-Russee;Kiel-Russee;Hp;Betrieb;DE15504;20141214;;2
AKS;Hamburg Königstraße;Königstraße;Hp;Betrieb;DE14402;20201001;;9
AKSA;Kiel Süd (Ss);Kiel Süd (Ss);NE-Abzw;Betrieb;;20141214;;0
AKSC;Kiel Scheerhafen;Kiel Scheerhafen;NE-Bf;Betrieb;;20090401;;0
AKSG;Kiel Süd DB-Grenze;Kiel Süd DB-Gr;Gp;Betrieb;DE15500;20141214;;2
AKSL;Kiel Schulen am Langsee;Kiel S a Langsee;NE-Hp;Betrieb;;20130904;;0
AKSM;Kiel Seefischmarkt;K Seefischmarkt;NE-Bf;Betrieb;;20090401;;0
AKSS;Kiel Hbf (Ss);Kiel Hbf (Ss);Abzw;Betrieb;DE15498;20081214;;2
AKSU;Kiel Süd;Kiel Süd;NE-Bf;Betrieb;;20081214;;0
AKSX;Kiel-Bad Schwartau Strecke ESTW-Z;Kiel-Schwar ESTW;BZ;Betrieb;DE24933;20110812;;2
AKTH;Kutenholz;Kutenholz;NE-Bf;Betrieb;;20081214;;0
AKTK;Kaltenkirchen (Holst);Kaltenk. (Holst);NE-Bf;Betrieb;;20081214;;0
AKTKD;Kaltenkirchen dodenhof;dodenhof;NE-Bft;Betrieb;;20120701;;0
AKTKH;Kaltenkirchen Holstentherme;Holstentherme;NE-Hp;Betrieb;;20081214;;0
AKTKS;Kaltenkirchen Süd;Kaltenk Süd;NE-Bft;Betrieb;;20120701;;0
AKTO;Kating;Kating;Hp;Betrieb;DE15443;20081214;;2
AKUD;Kudensee;Kudensee;Awanst;Betrieb;DE15939;20081214;;2
AKUP;Kupfermühle;Kupfermühle;Hp;Betrieb;DE15970;20200401;;2
AKVI;Kiel VST Test- und Integrationssystem 1;Kiel VST TIS1;BZ;Betrieb;DE24932;20200401;;2
AKVS;Kiel VST Test- und Integrationssystem 3;Kiel VST TIS3;BZ;Betrieb;DE24931;20200401;;2
AKVU;Kiel VST Test- und Integrationssystem 2;Kiel VST TIS2;BZ;Betrieb;DE24930;20200401;;2
AKW;Kiel West;Kiel West;Bf;a.B.;DE15501;20030101;;2
AKWA;Kiel Wiener Allee;Kiel Wien Allee;Bush;Betrieb;;20140114;;0
AKWK;Kiel-Wik;Kiel-Wik;NE-Bf;Betrieb;;20090401;;0
AKWS;Hamburg Kornweg (Klein Borstel);Kornweg;Hp;Betrieb;DE14403;20201001;;9
AKX;Klanxbüll;Klanxbüll;Bf;Betrieb;DE15563;20200401;;2
AL;Lübeck Hbf;Lübeck Hbf;Bf;Betrieb;DE16559;20200401;;2
AL  Z;Lübeck ZOB/Hbf;Lübeck ZOB/Hbf;Bush;Betrieb;;20140730;;0
ALA;Hamburg-Langenfelde Bbf;Hmb-Langenfd Bbf;Bf;Betrieb;DE14461;20201001;;2
ALAA;Hamburg-Langenfelde Abzw;Hmb-Langenf Abzw;Bft Abzw;Betrieb;DE14460;20200401;;2
ALAG;Hamburg-Langenfelde Gbf;Hmb-Langenf Gbf;NE-Bf;a.B.;;20090124;;0
ALAL;Langeln (Holst);Langeln(Holst);NE-Hp;Betrieb;;20090401;;0
ALAN;Hamburg Landwehr;Landwehr;Hp;Betrieb;DE14405;20201001;;9
ALAS;Hamburg Landungsbrücken;Landungsbrücken;Bf;Betrieb;DE14404;20201001;;9
ALASK;Hamburg Landungsbr Brücke 7 Katamaran;Hmb Landbr 7 Kat;Slst;Betrieb;;19991026;;0
ALASQ;S-Bahn Hamburg Nord Bedienstandort;S-Bahn Nord BSO;BSO;Planung;DE25174;20210301;;2
ALAU;Lauenburg (Elbe);Lauenburg (Elbe);Bf;Betrieb;DE16115;20081214;;2
ALB;Lübeck Flughafen;Lübeck Flughafen;Hp;Betrieb;DE16557;20081220;;2
ALBG;Lüneburg;Lüneburg;Bf;Betrieb;DE16598;20200401;;2
ALBG1;Lüneburg                             EST;Lüneburg;Est;Betrieb;;20041001;;0
ALBGA;Lüneburg AVL;Lüneburg AVL;Museum;Betrieb;;20000414;;0
ALBGB;Lüneburg Busbf;Lüneburg Busbf;Bush;Betrieb;;19990101;;0
ALBGG;Lüneburg Gbf;Lüneburg Gbf;Bft;Betrieb;DE16599;20081214;;2
ALBGN;Lüneburg Nordkopf;Lüneburg Nordk;Bft;Betrieb;DE16600;20081214;;2
ALBGW;Lüneburg-Westseite;Lüneburg Wests;Bft;a.B.;DE16601;20190116;;2
ALBQ;Lüneburg Bedienstandort;Lüneburg BSO;BSO;Planung;;20200401;;2
ALBX;Lübeck - Büchen Strecke ESTW-Z;Lüb-Büchen ESTW;BZ;Betrieb;DE24929;20110812;;2
ALCH;Lüchow;Lüchow;NE-Bf;Betrieb;;20081214;;0
ALD;Lübeck-Dänischburg;Lübeck-Dänischbg;Bf;Betrieb;DE16570;20200401;;2
ALD A;Lübeck-Dänischburg IKEA Abzw;Lübeck IKEA Abzw;Bft Abzw;Betrieb;DE16571;20141214;;2
ALD B;Lübeck-Dänischburg Grenzweg Bus;Lübeck-Dän Bus;Bush;Betrieb;;20150410;;0
ALD G;Lübeck-Dänischburg Gbf;L-Dänischbg Gbf;Bft;Betrieb;DE16572;20141214;;2
ALE;Leitstade;Leitstade;Hp;Betrieb;DE16285;20081214;;2
ALF;List (Sylt) Fähre (Hafen);List(Sylt)Fähre;Bush;Betrieb;;19990101;;0
ALFD;Lentföhrden;Lentföhrden;NE-Bf;Betrieb;;20081214;;0
ALG;Langenhorn (Schlesw);Langenhorn/Schl;Hp Bk;Betrieb;DE16064;20200401;;2
ALGB;Schönkirchen Landgraben;Landgraben;NE-Bf;a.B.;;20090124;;0
ALGD;Lägerdorf;Lägerdorf;Anst;ehemals;DE15989;20200401;;2
ALGE;Lübeck-Genin;Lübeck-Genin;Awanst;ehemals;DE16573;20200401;;2
ALGM;Elmshorn Langenmoor;Langenmoor;NE-Hp;Betrieb;;20090401;;0
ALGX;Lüneburg ESTW-UZ;Lüneburg ESTW;BZ;Planung;DE24928;20200401;;2
ALH;Lindholm;Lindholm;Bf;Betrieb;DE16403;20200401;;2
ALHA;Lübeck Hafen;Lübeck Hafen;Bf;Betrieb;DE16558;20200401;;2
ALHG;Lehnshallig;Lehnshallig;Bf;Betrieb;DE16178;20200401;;2
ALHS;Lübeck Hochschulstadtteil;L Hochschulstadt;Hp;Betrieb;DE16562;20131215;;2
ALHSA;Lübeck Alexander-Fleming-Straße;Lübeck A-Fleming;Bush;Betrieb;;20160701;;0
ALIS;List (Sylt);List (Sylt);Slst;Betrieb;;19990101;;0
ALISA;List (Sylt) Alte Bahnhofstraße;List(Sylt)A Bfst;Bush;Betrieb;;19990101;;0
ALISB;List (Sylt) Am Brünk;List(Sylt)A Brü;Bush;Betrieb;;20021109;;0
ALISD;List (Sylt) Dünenstraße;List(Sylt)Dünen;Bush;Betrieb;;20020215;;0
ALISG;List (Sylt) Mövengrund;List(Sylt)Möveng;Bush;Betrieb;;19990101;;0
ALISH;List (Sylt) Süderhörn;List(Sylt)Süderh;Bush;Betrieb;;19990101;;0
ALISJ;List (Sylt) Mövenberg DJH;List Mövenbg DJH;Bush;Betrieb;;20050217;;0
ALISM;List (Sylt) Mellhörn;List(Sylt)Mellhö;Bush;Betrieb;;19990101;;0
ALISS;List (Sylt) Schule;List(Sylt)Schule;Bush;Betrieb;;19990101;;0
ALISW;List (Sylt) Weststrand;List Weststrand;Bush;Betrieb;;20050217;;0
ALJ;Lütjenburg;Lütjenburg;Bf;a.B.;DE16611;20040313;;2
ALJK;Lütjenkamp;Lütjenkamp;Museum;Betrieb;;20000414;;0
ALKG;Lübeck Konstinbahnhof Grenze;L-Konstinbf DBGr;Gp;Betrieb;DE16564;20200401;;2
ALKN;Lübeck-Kücknitz;Lübeck-Kücknitz;Abzw;Betrieb;DE16575;20200401;;2
ALKO;Lübeck Konstinbahnhof;Lübeck Konstinbf;fb-Bf;Betrieb;;20200401;;2
ALKR;Lübeck-Kücknitz Roter Hahn;L-Kückn Roter H;Hp;Betrieb;DE16576;20200401;;2
ALMO;Lübeck-Moisling;Lübeck-Moisling;Hp;Planung;DE25135;20201201;;2
ALN;Lübeck-Niendorf;Lübeck-Niendorf;Bf;a.B.;DE16577;20200401;;2
ALNX;Lüneburg Nord ESTW-UZ;Lünebg Nord ESTW;BZ;Betrieb;DE24966;20200401;;2
ALOF;Hamburg-Lokstedt;Hamburg-Lokstedt;Bf;Betrieb;DE14462;20200401;;2
ALOT;Lottorf;Lottorf;Üst;a.B.;DE16494;20200401;;2
ALQ;Lübeck Bedienstandort;Lübeck BSO;BSO;Planung;;20200401;;2
ALR;Lübeck Hgbf;Lübeck Hgbf;Bf;Betrieb;DE16560;20200401;;2
ALRA;Lübeck Hgbf Abzw;Lübeck Hgbf Abzw;Bft Abzw;Betrieb;DE16561;20200401;;2
ALRD;Lübeck Duve;Duve;Anst;Betrieb;DE16556;20200401;;2
ALRT;Lübeck Schlutuper Tannen;Schlutuper Tann;Anst;Betrieb;DE16565;20200401;;2
ALS;Lensahn;Lensahn;Bf;Betrieb;DE16306;20200401;;2
ALSC;Lübeck-Schlutup;Lübeck-Schlutup;Bf;Betrieb;DE16578;20200401;;2
ALSH;Lensahn FBQ;Lensahn FBQ;Hp;Planung;DE24965;20200401;;2
ALSJ;Lübeck St Jürgen;Lübeck St Jürgen;Hp;Betrieb;DE16569;20200401;;2
ALSK;Lübeck Skandinavienkai;Lüb Skand-kai;Bf;Betrieb;DE16566;20200401;;2
ALST;Hamburg-Langenfelde             (S-Bahn);Langenfelde;Hp;Betrieb;DE14459;20201001;;9
ALTG;Lübeck-Travemünde Skandinavienkai Grenze;L-Tra Skan DB-Gr;Gp;Betrieb;DE16581;20200401;;2
ALTH;Lübeck-Travemünde Hafen;Lüb-Trav Hafen;Hp;Betrieb;DE16579;20200401;;2
ALTK;Lübeck-Travemünde Skandinavienkai;Lüb-Trav Skankai;Hp;Betrieb;DE16580;20200401;;2
ALTS;Lübeck-Travemünde Strand;Lüb-Trav Strand;Hp;Betrieb;DE16582;20200401;;2
ALU;Lunden;Lunden;Hp;Betrieb;DE16623;20200401;;2
ALUB;Lauenbrück;Lauenbrück;Bf;Betrieb;DE16114;20200401;;2
ALX;Lübeck ESTW-UZ;Lübeck ESTW;BZ;Betrieb;DE24964;20200401;;2
AM;Maschen Rbf;Maschen Rbf;Bf;Betrieb;DE16857;20200401;;2
AM  D;Maschen Rbf vorverfügte Leerwagen;Maschen Dispo;Emst;Betrieb;;20040205;;0
AM  N;Maschen Rbf (Mnwf);Maschen Rbf Mnwf;Bft;Betrieb;DE16859;20081214;;2
AM  O;Maschen Rbf (Mnof);Maschen Rbf Mnof;Bft;Betrieb;DE16858;20081214;;2
AM  S;Maschen Rbf (Msof);Maschen Rbf Msof;Bft;Betrieb;DE16860;20081214;;2
AM  W;Maschen Rbf (Mswf);Maschen Rbf Mswf;Bft;Betrieb;DE16861;20081214;;2
AMA;Maschen Pbf;Maschen Pbf;Bf;Betrieb;DE16856;20200401;;2
AMAG;Bad Malente-Gremsmühlen;B Malente-Gremsm;Hp Üst;Betrieb;DE10489;20081214;;2
AMAR;Marne;Marne;Bf;a.B.;DE16840;20200401;;2
AMBH;Norderstedt Moorbekhalle;Moorbekhalle;NE-Hp;Betrieb;;20081214;;0
AMD;Meckelfeld;Meckelfeld;Bft Abzw;Betrieb;DE16895;20200401;;2
AMDH;Meckelfeld                            Hp;Meckelfeld Hp;Hp;Betrieb;DE16896;20200401;;2
AMDN;Bft Meckelfeld Nord Abzw;Meckelfeld Nord;Bft Abzw;Planung;DE25029;20230331;;2
AME;Melsdorf;Melsdorf;Hp;Betrieb;DE16958;20141214;;2
AMF;Meldorf Hp;Meldorf Hp;Hp;Betrieb;DE16948;20200401;;2
AMFU;Meldorf;Meldorf;Üst;Betrieb;DE16947;20200401;;2
AMH;Mulmshorn;Mulmshorn;NE-Bf;Betrieb;;20081214;;0
AMKT;Möskental;Möskental;Bush;Betrieb;;19990101;;0
AML;Hamburg Mittlerer Landweg;Mittl Landweg;Hp;Betrieb;DE14406;20201001;;9
AMLI;Mölln (Lauenburg) Industriegleis;Mölln(Laubg)Ind;Awanst;Betrieb;DE17106;20030101;;2
AMLN;Mölln (Lauenburg);Mölln (Lauenb);Bf;Betrieb;DE17105;20081214;;2
AMM;Morsum (Sylt);Morsum (Sylt);Bf;Betrieb;DE17135;20200401;;2
AMM B;Morsum (Sylt) Bahnhof;Morsum (Sylt) Bf;Bush;Betrieb;;20010921;;0
AMM K;Morsum Kliff;Morsum Kliff;Bush;Betrieb;;20030917;;0
AMMH;Munkmarsch Hafen;Munkmarsch Hafen;Bush;Betrieb;;19990101;;0
AMMHM;Munkmarsch Mitte;Munkmarsch Mitte;Bush;Betrieb;;19990101;;0
AMML;Morsum (Sylt) Kleinmorsum;Morsum(Sylt)Klm;Bush;Betrieb;;20050211;;0
AMMLS;Morsum (Sylt) Skellinghörn;Morsum(Sylt)Skel;Bush;Betrieb;;19990101;;0
AMOO;Hamburg-Moorfleet;Hmb-Moorfleet;NE-Bf;Betrieb;;20081214;;0
AMR;Meimersdorf;Meimersdorf;Bf Abzw;Betrieb;DE16924;20200401;;2
AMRO;Meimersdorf Ost;Meimersdorf Ost;Bft Abzw;Betrieb;DE16925;20200401;;2
AMS;Mulsum-Essel;Mulsum-Essel;NE-Bf;Betrieb;;20081214;;0
AMSB;Maasbüll (b Niebüll);Maasbüll;NE-Hp;Betrieb;;20081214;;0
AMSS;Meeschensee;Meeschensee;NE-Hp;Betrieb;;20081214;;0
AMUE;Müssen;Müssen;Hp;Betrieb;DE17354;20200401;;2
AN;Neumünster;Neumünster;Bf;Betrieb;DE17573;20200401;;2
AN  G;Neumünster Gbf;Neumünster Gbf;Bft;Betrieb;DE17575;20081214;;2
ANAG;Neumünster Süd AKN DB-Grenze;Neum S AKN DB-Gr;Gp;Betrieb;DE21678;20161211;;2
ANAK;Altenkrempe;Altenkrempe;Bf;Planung;DE24963;20200401;;2
ANB;Niebüll;Niebüll;Bf;Betrieb;DE17675;20200401;;2
ANB A;Niebüll Autozug;Niebüll Autozug;NE-Tpp;Betrieb;;20050315;;0
ANB B;Niebüll Bahnhof;Niebüll Bf;Bush;Betrieb;;20080105;;0
ANBA;Süderlügum Awanst;Süderlügum Awans;NE-Awanst;Betrieb;;20100624;;0
ANBG;Niebüll DB-Grenze;Niebüll DB-Gr;Gp;Betrieb;DE17676;20200401;;2
ANBN;Niebüll neg;Niebüll neg;NE-Bf;Betrieb;;20081214;;0
ANBS;Süderlügum;Süderlügum;NE-Hp;Betrieb;;20130904;;0
AND;Norderstedt;Norderstedt;NE-Bf;Betrieb;;20130904;;0
ANDM;Norderstedt Mitte;Norderst Mitte;NE-Bft;Betrieb;;20120701;;0
ANDS;Nordsode;Nordsode;NE-Hp;Betrieb;;20081214;;0
ANEB;Hamburg Norderelbbrücke;Norderelbbr;Abzw;Betrieb;DE14407;20200401;;2
ANEK;Neukirchen (Holst);Neukirchen/Holst;Bf;Betrieb;DE17558;20200401;;2
ANEZ;Neetzendorf;Neetzendorf;Hp;Betrieb;DE17441;20081214;;2
ANF;Nortorf;Nortorf;Bf;Betrieb;DE17831;20200401;;2
ANH;Nordhastedt;Nordhastedt;Hp;Betrieb;DE17810;20081214;;2
ANIB;Norderstedt Industriebahn;Norderstedt Ind;NE-Bf;Betrieb;;20081214;;0
ANL;Neukloster (Kr Stade);Neukloster/Kr St;Hp;Betrieb;DE17562;20200401;;2
ANM;Neumünster Süd                       AKN;Neumünster Süd;NE-Bf;Betrieb;;20081214;;0
ANMG;Neumünster DB-Grenze;Neumünster DB-Gr;Gp;Betrieb;DE17574;20200401;;2
ANN;Neustadt (Holst) Gbf;Neustadt/Hol Gbf;Bf;Betrieb;DE17633;20200401;;2
ANNM;Nörnum Mitte;Nörnum Mitte;Bush;Betrieb;;19990101;;0
